age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,greater_than_50k,greater_than_50k_num
31,Private,HS-grad,Never-married,Other-service,White,Male,85,United-States,<=50K,0
39,self-employ,HS-grad,Married,Farming-fishing,White,Male,50,United-States,<=50K,0
66,self-employ,Prof-school,Married,Prof-specialty,White,Male,50,United-States,<=50K,0
43,Private,Bachelors,Never-married,Prof-specialty,White,Male,45,United-States,>50K,1
41,government,Masters,Married,Exec-managerial,White,Male,40,United-States,>50K,1
44,government,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
32,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
59,self-employ,HS-grad,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
31,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
36,Private,HS-grad,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
47,government,Some-college,Married,Other-service,White,Male,38,United-States,<=50K,0
52,Private,Bachelors,Married,Machine-op-inspct,White,Male,40,United-States,>50K,1
51,Private,Some-college,Married,Craft-repair,White,Male,60,United-States,>50K,1
23,government,Some-college,Married,Adm-clerical,White,Female,40,United-States,<=50K,0
28,Private,HS-grad,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
47,government,Bachelors,Married,Craft-repair,White,Male,40,United-States,<=50K,0
50,Private,HS-grad,Married,Exec-managerial,White,Male,50,United-States,>50K,1
36,Private,Assoc,Never-married,Exec-managerial,White,Male,50,United-States,<=50K,0
58,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
38,Private,Bachelors,Divorced,Exec-managerial,White,Male,60,United-States,<=50K,0
28,Private,Bachelors,Never-married,Adm-clerical,Black,Male,35,United-States,<=50K,0
44,Private,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
66,Private,less-HS,Married,Protective-serv,White,Male,40,United-States,<=50K,0
59,Private,Bachelors,Married,Craft-repair,White,Male,50,United-States,>50K,1
41,Private,Some-college,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
48,Private,Assoc,Married,Craft-repair,White,Male,40,United-States,<=50K,0
48,Private,HS-grad,Married,Handlers-cleaners,Black,Female,40,United-States,<=50K,0
55,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K,0
44,Private,Some-college,Married,Sales,White,Male,40,United-States,>50K,1
19,Private,Some-college,Never-married,Other-service,White,Female,12,United-States,<=50K,0
46,Private,HS-grad,Married,Transport-moving,White,Male,44,United-States,>50K,1
27,Private,Assoc,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
46,government,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,>50K,1
32,Private,less-HS,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
44,self-employ,Some-college,Separated,Sales,White,Male,60,United-States,<=50K,0
45,Private,Bachelors,Divorced,Sales,White,Male,48,United-States,>50K,1
56,Private,less-HS,Married,Machine-op-inspct,White,Male,48,United-States,<=50K,0
19,Private,HS-grad,Never-married,Adm-clerical,White,Female,14,United-States,<=50K,0
27,government,HS-grad,Separated,Exec-managerial,Black,Female,40,United-States,<=50K,0
40,self-employ,HS-grad,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
22,Private,Some-college,Married,Tech-support,White,Male,40,United-States,<=50K,0
58,Private,Some-college,Married,Sales,White,Male,45,United-States,<=50K,0
36,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
44,Private,Bachelors,Married,Craft-repair,White,Male,40,United-States,>50K,1
50,self-employ,HS-grad,Married,Sales,White,Male,60,United-States,>50K,1
24,government,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
35,Private,Bachelors,Married,Adm-clerical,Black,Female,40,United-States,<=50K,0
55,self-employ,Bachelors,Married,Exec-managerial,White,Female,25,United-States,<=50K,0
64,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
47,Private,Bachelors,Married,Prof-specialty,White,Male,60,United-States,>50K,1
31,Private,Assoc,Married,Other-service,White,Male,42,United-States,<=50K,0
39,government,Assoc,Divorced,Prof-specialty,White,Male,59,United-States,<=50K,0
34,government,Some-college,Married,Exec-managerial,White,Male,38,United-States,<=50K,0
78,government,Bachelors,Married,Exec-managerial,White,Male,15,United-States,<=50K,0
45,Private,Bachelors,Married,Sales,White,Male,60,United-States,>50K,1
19,Private,HS-grad,Never-married,Other-service,White,Female,40,United-States,<=50K,0
39,Private,HS-grad,Married,Sales,White,Male,46,United-States,>50K,1
39,Private,HS-grad,Divorced,Adm-clerical,White,Male,40,United-States,>50K,1
18,government,HS-grad,Never-married,Other-service,White,Male,60,United-States,<=50K,0
27,Private,Assoc,Never-married,Sales,White,Female,40,United-States,<=50K,0
41,government,Bachelors,Separated,Prof-specialty,Black,Female,40,United-States,<=50K,0
42,Private,Bachelors,Married,Prof-specialty,White,Male,44,United-States,>50K,1
53,Private,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
25,Private,Assoc,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
43,Private,HS-grad,Separated,Transport-moving,White,Female,44,United-States,<=50K,0
47,Private,Assoc,Divorced,Transport-moving,Black,Male,40,United-States,<=50K,0
24,Private,Bachelors,Never-married,Sales,White,Female,30,United-States,<=50K,0
35,Private,HS-grad,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
32,Private,Assoc,Married,Craft-repair,White,Male,40,United-States,<=50K,0
31,Private,Assoc,Married,Craft-repair,White,Male,40,United-States,>50K,1
59,government,less-HS,Divorced,Other-service,White,Female,37,United-States,<=50K,0
27,Private,HS-grad,Never-married,Sales,White,Male,50,United-States,>50K,1
43,government,HS-grad,Divorced,Adm-clerical,White,Female,50,United-States,>50K,1
52,Private,HS-grad,Married,Transport-moving,White,Male,60,United-States,>50K,1
35,Private,Bachelors,Married,Prof-specialty,White,Male,55,United-States,<=50K,0
29,Private,less-HS,Divorced,Craft-repair,White,Female,52,United-States,<=50K,0
30,government,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
20,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
51,government,Assoc,Married,Prof-specialty,White,Male,60,United-States,<=50K,0
20,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
47,Private,HS-grad,Divorced,Sales,White,Male,40,United-States,<=50K,0
30,Private,Some-college,Married,Prof-specialty,White,Male,68,United-States,<=50K,0
47,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
54,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
61,Private,less-HS,Divorced,Other-service,White,Female,36,United-States,<=50K,0
43,Private,Masters,Never-married,Exec-managerial,White,Female,45,United-States,<=50K,0
29,Private,Assoc,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
54,Private,Masters,Married,Exec-managerial,White,Male,44,United-States,>50K,1
24,Private,less-HS,Never-married,Handlers-cleaners,White,Male,12,United-States,<=50K,0
27,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,United-States,<=50K,0
29,Private,Some-college,Married,Craft-repair,White,Male,45,United-States,<=50K,0
39,Private,Bachelors,Married,Sales,White,Female,30,United-States,<=50K,0
31,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,<=50K,0
50,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,<=50K,0
40,government,HS-grad,Divorced,Other-service,White,Female,50,United-States,<=50K,0
27,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
25,Private,Some-college,Never-married,Adm-clerical,White,Male,35,United-States,<=50K,0
32,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Other-service,White,Female,22,United-States,<=50K,0
56,self-employ,Doctorate,Married,Prof-specialty,White,Male,70,United-States,>50K,1
31,Private,Some-college,Divorced,Craft-repair,White,Male,80,United-States,<=50K,0
47,government,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
66,Private,Some-college,Married,Sales,White,Male,24,United-States,<=50K,0
39,Private,Bachelors,Married,Sales,White,Male,50,United-States,>50K,1
21,Private,HS-grad,Never-married,Sales,White,Female,36,United-States,<=50K,0
43,Private,Some-college,Divorced,Prof-specialty,White,Male,45,United-States,<=50K,0
45,government,HS-grad,Divorced,Adm-clerical,White,Female,35,United-States,<=50K,0
32,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,40,United-States,<=50K,0
22,Private,Some-college,Never-married,Sales,White,Male,20,United-States,<=50K,0
47,Private,Bachelors,Married,Exec-managerial,Black,Female,35,United-States,>50K,1
38,Private,Some-college,Separated,Other-service,White,Female,40,United-States,<=50K,0
36,Private,Prof-school,Married,Prof-specialty,White,Male,50,United-States,>50K,1
59,Private,less-HS,Married,Transport-moving,White,Male,50,United-States,<=50K,0
36,Private,Masters,Married,Prof-specialty,White,Male,40,United-States,>50K,1
35,government,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
27,Private,Assoc,Never-married,Sales,White,Male,42,United-States,<=50K,0
31,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
60,Private,less-HS,Divorced,Protective-serv,White,Male,40,United-States,<=50K,0
33,Private,less-HS,Never-married,Machine-op-inspct,White,Male,50,United-States,<=50K,0
28,Private,Assoc,Never-married,Sales,White,Female,60,United-States,<=50K,0
31,self-employ,Some-college,Married,Sales,White,Male,48,United-States,<=50K,0
48,Private,less-HS,Married,Other-service,White,Female,40,United-States,<=50K,0
47,Private,less-HS,Divorced,Other-service,White,Female,38,United-States,<=50K,0
47,government,Masters,Married,Prof-specialty,White,Male,60,United-States,>50K,1
33,Private,Bachelors,Never-married,Handlers-cleaners,White,Male,30,United-States,<=50K,0
24,Private,HS-grad,Never-married,Sales,White,Female,32,United-States,<=50K,0
42,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K,0
46,Private,Masters,Married,Prof-specialty,White,Female,22,United-States,>50K,1
35,Private,less-HS,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
25,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
29,Private,Bachelors,Never-married,Sales,White,Female,45,United-States,<=50K,0
22,Private,Assoc,Never-married,Prof-specialty,White,Male,30,United-States,<=50K,0
41,Private,Assoc,Married,Tech-support,White,Female,38,United-States,>50K,1
21,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
22,Private,Assoc,Married,Tech-support,White,Male,40,United-States,<=50K,0
27,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
33,government,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
18,Private,less-HS,Never-married,Sales,Black,Female,20,United-States,<=50K,0
29,Private,Assoc,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0
34,Private,HS-grad,Married,Other-service,White,Male,20,United-States,<=50K,0
49,Private,Bachelors,Never-married,Prof-specialty,White,Female,45,United-States,<=50K,0
31,government,Masters,Married,Prof-specialty,White,Male,90,United-States,>50K,1
18,Private,Some-college,Never-married,Craft-repair,White,Male,30,United-States,<=50K,0
45,Private,HS-grad,Married,Exec-managerial,White,Male,45,United-States,<=50K,0
45,Private,less-HS,Married,Craft-repair,White,Male,42,United-States,<=50K,0
36,Private,Assoc,Married,Prof-specialty,White,Female,40,United-States,>50K,1
46,self-employ,Assoc,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
51,Private,Some-college,Married,Prof-specialty,White,Male,40,United-States,>50K,1
25,self-employ,Bachelors,Never-married,Sales,White,Female,50,United-States,<=50K,0
30,Private,Assoc,Never-married,Prof-specialty,White,Female,40,United-States,<=50K,0
59,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,>50K,1
33,Private,Some-college,Married,Transport-moving,White,Male,41,United-States,<=50K,0
33,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
26,Private,HS-grad,Married,Sales,White,Male,50,United-States,>50K,1
29,Private,Assoc,Never-married,Exec-managerial,White,Female,50,United-States,<=50K,0
41,self-employ,HS-grad,Married,Other-service,White,Male,10,United-States,<=50K,0
24,Private,Some-college,Never-married,Adm-clerical,Black,Female,20,United-States,<=50K,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
59,government,Some-college,Divorced,Adm-clerical,White,Female,38,United-States,<=50K,0
49,Private,Some-college,Married,Craft-repair,Black,Male,30,United-States,<=50K,0
42,Private,Assoc,Married,Craft-repair,White,Male,50,United-States,>50K,1
33,government,Some-college,Separated,Prof-specialty,White,Male,40,United-States,>50K,1
26,Private,less-HS,Never-married,Farming-fishing,White,Male,50,United-States,<=50K,0
44,Private,Assoc,Divorced,Exec-managerial,White,Male,40,United-States,>50K,1
19,Private,less-HS,Never-married,Other-service,White,Female,15,United-States,<=50K,0
47,Private,HS-grad,Married,Exec-managerial,White,Female,40,United-States,>50K,1
74,Private,HS-grad,Widowed,Adm-clerical,White,Female,40,United-States,>50K,1
26,Private,Some-college,Never-married,Other-service,Black,Female,50,United-States,<=50K,0
40,Private,Some-college,Married,Other-service,White,Female,35,United-States,<=50K,0
22,Private,Some-college,Never-married,Handlers-cleaners,White,Male,30,United-States,<=50K,0
49,Private,HS-grad,Married,Craft-repair,White,Male,45,United-States,>50K,1
22,government,Some-college,Never-married,Transport-moving,White,Male,25,United-States,<=50K,0
27,Private,Some-college,Never-married,Adm-clerical,Black,Male,40,United-States,<=50K,0
55,Private,Masters,Married,Exec-managerial,White,Male,50,United-States,>50K,1
64,Private,Bachelors,Divorced,Sales,White,Female,5,United-States,<=50K,0
35,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
60,Private,HS-grad,Widowed,Other-service,White,Female,44,United-States,<=50K,0
40,government,Bachelors,Married,Prof-specialty,White,Male,75,United-States,>50K,1
25,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
44,Private,Some-college,Married,Machine-op-inspct,White,Male,44,United-States,<=50K,0
51,government,Assoc,Divorced,Prof-specialty,White,Female,40,United-States,<=50K,0
49,self-employ,Some-college,Married,Sales,White,Male,70,United-States,>50K,1
48,government,Some-college,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
66,Private,Some-college,Married,Sales,White,Male,24,United-States,>50K,1
27,Private,HS-grad,Divorced,Sales,White,Female,35,United-States,<=50K,0
62,self-employ,Bachelors,Divorced,Sales,White,Male,40,United-States,>50K,1
36,Private,Bachelors,Married,Sales,White,Male,40,United-States,>50K,1
34,Private,less-HS,Divorced,Other-service,White,Female,38,United-States,<=50K,0
51,Private,Some-college,Divorced,Exec-managerial,White,Female,36,United-States,<=50K,0
23,Private,Assoc,Never-married,Sales,White,Male,30,United-States,<=50K,0
36,Private,less-HS,Divorced,Other-service,White,Female,40,United-States,<=50K,0
22,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
46,Private,Masters,Married,Tech-support,White,Male,40,United-States,>50K,1
53,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K,0
17,Private,less-HS,Never-married,Other-service,White,Female,12,United-States,<=50K,0
33,Private,Assoc,Married,Protective-serv,White,Male,40,United-States,<=50K,0
59,Private,less-HS,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
18,Private,Some-college,Never-married,Other-service,White,Male,12,United-States,<=50K,0
18,Private,less-HS,Never-married,Sales,White,Female,20,United-States,<=50K,0
43,government,Some-college,Divorced,Other-service,White,Female,20,United-States,<=50K,0
41,Private,HS-grad,Married,Adm-clerical,White,Male,48,United-States,<=50K,0
52,Private,HS-grad,Divorced,Other-service,White,Male,30,United-States,<=50K,0
21,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
49,self-employ,Some-college,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
42,Private,Masters,Married,Prof-specialty,White,Male,40,United-States,<=50K,0
48,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,48,United-States,<=50K,0
25,Private,Assoc,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
43,government,Assoc,Never-married,Adm-clerical,White,Female,35,United-States,<=50K,0
66,government,Prof-school,Married,Exec-managerial,Black,Male,55,United-States,>50K,1
50,Private,HS-grad,Married,Craft-repair,White,Male,15,United-States,<=50K,0
55,Private,less-HS,Married,Transport-moving,Black,Male,45,United-States,<=50K,0
29,self-employ,Assoc,Married,Farming-fishing,White,Male,90,United-States,<=50K,0
57,Private,Some-college,Widowed,Tech-support,White,Female,16,United-States,<=50K,0
45,Private,Some-college,Married,Machine-op-inspct,White,Male,84,United-States,>50K,1
56,self-employ,HS-grad,Married,Exec-managerial,White,Male,35,United-States,<=50K,0
41,government,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,>50K,1
46,self-employ,Some-college,Married,Exec-managerial,White,Male,40,United-States,>50K,1
47,Private,Prof-school,Married,Exec-managerial,White,Male,45,United-States,>50K,1
40,Private,Some-college,Divorced,Transport-moving,Black,Female,40,United-States,<=50K,0
75,self-employ,HS-grad,Married,Farming-fishing,White,Male,20,United-States,<=50K,0
24,Private,HS-grad,Married,Craft-repair,White,Male,38,United-States,<=50K,0
47,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
36,Private,Some-college,Separated,Adm-clerical,White,Female,40,United-States,<=50K,0
39,Private,Bachelors,Married,Prof-specialty,White,Male,40,United-States,>50K,1
49,Private,Bachelors,Divorced,Adm-clerical,White,Male,40,United-States,<=50K,0
50,Private,Some-college,Married,Sales,White,Male,60,United-States,>50K,1
21,Private,HS-grad,Never-married,Farming-fishing,White,Male,20,United-States,<=50K,0
48,Private,Masters,Married,Exec-managerial,White,Female,38,United-States,>50K,1
23,Private,HS-grad,Never-married,Sales,White,Female,40,United-States,<=50K,0
34,Private,HS-grad,Separated,Other-service,Black,Male,40,United-States,<=50K,0
23,Private,Some-college,Never-married,Adm-clerical,White,Male,20,United-States,<=50K,0
22,Private,HS-grad,Never-married,Sales,White,Male,55,United-States,<=50K,0
26,Private,HS-grad,Never-married,Other-service,White,Male,25,United-States,<=50K,0
55,Private,less-HS,Married,Craft-repair,White,Male,60,United-States,<=50K,0
47,government,Assoc,Married,Exec-managerial,White,Male,38,United-States,>50K,1
44,self-employ,HS-grad,Married,Transport-moving,White,Male,96,United-States,<=50K,0
46,Private,Assoc,Divorced,Tech-support,Black,Female,36,United-States,<=50K,0
55,Private,Bachelors,Married,Protective-serv,White,Male,40,United-States,>50K,1
51,Private,Some-college,Married,Transport-moving,White,Male,40,United-States,<=50K,0
19,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
44,Private,Some-college,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
56,Private,less-HS,Separated,Machine-op-inspct,White,Male,40,United-States,<=50K,0
56,Private,less-HS,Married,Craft-repair,White,Male,40,United-States,<=50K,0
63,Private,less-HS,Separated,Farming-fishing,Black,Male,40,United-States,<=50K,0
52,self-employ,Some-college,Divorced,Exec-managerial,White,Male,65,United-States,>50K,1
55,self-employ,HS-grad,Married,Craft-repair,White,Male,60,United-States,<=50K,0
52,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
49,government,Some-college,Married,Handlers-cleaners,White,Male,40,United-States,>50K,1
54,Private,Bachelors,Married,Sales,White,Male,50,United-States,>50K,1
58,Private,less-HS,Married,Machine-op-inspct,Black,Male,40,United-States,<=50K,0
23,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,>50K,1
27,Private,Bachelors,Married,Exec-managerial,White,Male,45,United-States,<=50K,0
40,Private,Assoc,Separated,Tech-support,White,Female,32,United-States,<=50K,0
25,Private,Bachelors,Never-married,Exec-managerial,White,Male,40,United-States,<=50K,0
55,self-employ,Some-college,Married,Craft-repair,White,Male,50,United-States,<=50K,0
41,self-employ,HS-grad,Married,Other-service,White,Female,20,United-States,<=50K,0
23,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
27,Private,HS-grad,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
36,Private,Bachelors,Married,Prof-specialty,White,Male,50,United-States,>50K,1
39,Private,Bachelors,Divorced,Exec-managerial,White,Male,55,United-States,<=50K,0
56,Private,HS-grad,Married,Craft-repair,White,Male,45,United-States,<=50K,0
53,government,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
29,government,Some-college,Separated,Adm-clerical,White,Female,38,United-States,<=50K,0
33,Private,less-HS,Separated,Sales,White,Female,20,United-States,<=50K,0
45,Private,Some-college,Never-married,Machine-op-inspct,White,Male,45,United-States,<=50K,0
41,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,<=50K,0
27,Private,Some-college,Never-married,Prof-specialty,White,Male,40,United-States,<=50K,0
49,Private,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
47,Private,Some-college,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
18,Private,less-HS,Never-married,Handlers-cleaners,White,Male,12,United-States,<=50K,0
23,Private,HS-grad,Never-married,Adm-clerical,White,Male,25,United-States,<=50K,0
47,self-employ,HS-grad,Married,Machine-op-inspct,White,Female,20,United-States,>50K,1
51,Private,Bachelors,Divorced,Sales,White,Male,50,United-States,>50K,1
39,Private,HS-grad,Married,Adm-clerical,White,Female,40,United-States,>50K,1
45,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
36,Private,Bachelors,Divorced,Adm-clerical,White,Female,40,United-States,<=50K,0
72,Private,Bachelors,Married,Sales,White,Male,6,United-States,<=50K,0
23,Private,Some-college,Never-married,Adm-clerical,White,Male,15,United-States,<=50K,0
65,Private,Some-college,Married,Protective-serv,White,Male,16,United-States,<=50K,0
54,Private,HS-grad,Married,Sales,White,Male,50,United-States,>50K,1
55,Private,less-HS,Married,Transport-moving,White,Male,50,United-States,<=50K,0
30,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,42,United-States,<=50K,0
17,Private,less-HS,Never-married,Adm-clerical,White,Female,25,United-States,<=50K,0
31,government,Some-college,Never-married,Tech-support,White,Male,40,United-States,<=50K,0
25,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,<=50K,0
40,Private,HS-grad,Divorced,Other-service,Black,Male,40,United-States,<=50K,0
19,Private,less-HS,Never-married,Sales,Black,Female,40,United-States,<=50K,0
23,Private,HS-grad,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K,0
33,Private,HS-grad,Never-married,Adm-clerical,Black,Male,40,United-States,<=50K,0
35,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,<=50K,0
55,self-employ,Bachelors,Married,Prof-specialty,White,Female,8,United-States,<=50K,0
61,Private,HS-grad,Married,Prof-specialty,White,Male,30,United-States,<=50K,0
31,Private,Assoc,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
20,Private,less-HS,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
18,Private,Some-college,Never-married,Tech-support,White,Male,20,United-States,<=50K,0
81,Private,Some-college,Married,Sales,White,Male,15,United-States,<=50K,0
18,Private,less-HS,Never-married,Craft-repair,White,Male,35,United-States,<=50K,0
48,Private,HS-grad,Divorced,Transport-moving,White,Male,44,United-States,<=50K,0
34,Private,Some-college,Married,Adm-clerical,Black,Male,40,United-States,>50K,1
21,Private,Some-college,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
35,government,Some-college,Never-married,Other-service,Black,Female,40,United-States,<=50K,0
28,self-employ,HS-grad,Divorced,Exec-managerial,White,Female,40,United-States,<=50K,0
50,Private,HS-grad,Married,Sales,White,Male,55,United-States,>50K,1
51,Private,HS-grad,Divorced,Exec-managerial,White,Male,44,United-States,<=50K,0
47,Private,Bachelors,Married,Sales,White,Male,60,United-States,>50K,1
29,government,HS-grad,Married,Transport-moving,Black,Male,40,United-States,<=50K,0
39,Private,Bachelors,Married,Exec-managerial,White,Male,40,United-States,>50K,1
47,Private,HS-grad,Married,Other-service,Black,Female,40,United-States,<=50K,0
55,Private,HS-grad,Married,Transport-moving,White,Male,40,United-States,>50K,1
43,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,United-States,<=50K,0
30,self-employ,Assoc,Divorced,Craft-repair,White,Male,49,United-States,<=50K,0
25,Private,Bachelors,Divorced,Prof-specialty,White,Female,44,United-States,<=50K,0
47,Private,Some-college,Married,Sales,White,Male,50,United-States,>50K,1
52,Private,less-HS,Married,Other-service,White,Male,40,United-States,<=50K,0
33,Private,Assoc,Married,Prof-specialty,White,Female,40,United-States,<=50K,0
21,government,Some-college,Never-married,Adm-clerical,White,Female,4,United-States,<=50K,0
31,government,HS-grad,Married,Protective-serv,White,Male,40,United-States,>50K,1
28,Private,HS-grad,Never-married,Other-service,White,Male,30,United-States,<=50K,0
32,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,<=50K,0
48,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,16,United-States,<=50K,0
20,Private,Some-college,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
53,Private,Bachelors,Divorced,Exec-managerial,White,Male,40,United-States,<=50K,0
36,Private,HS-grad,Married,Tech-support,White,Male,45,United-States,>50K,1
28,self-employ,HS-grad,Married,Sales,White,Male,50,United-States,>50K,1
30,government,less-HS,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
40,government,Masters,Never-married,Exec-managerial,White,Female,55,United-States,>50K,1
22,Private,Some-college,Never-married,Adm-clerical,White,Female,35,United-States,<=50K,0
44,Private,HS-grad,Married,Craft-repair,White,Male,40,United-States,>50K,1
24,Private,Some-college,Never-married,Sales,White,Female,40,United-States,<=50K,0
55,government,Some-college,Married,Adm-clerical,White,Male,40,United-States,<=50K,0
47,Private,Bachelors,Married,Exec-managerial,White,Male,50,United-States,>50K,1
43,Private,Bachelors,Divorced,Exec-managerial,White,Female,45,United-States,>50K,1
27,Private,HS-grad,Never-married,Exec-managerial,White,Female,50,United-States,<=50K,0
41,Private,HS-grad,Married,Craft-repair,White,Male,38,United-States,>50K,1
47,government,Some-college,Divorced,Transport-moving,White,Male,40,United-States,<=50K,0
19,Private,HS-grad,Never-married,Other-service,Black,Male,30,United-States,<=50K,0
49,government,Masters,Married,Exec-managerial,White,Male,40,United-States,>50K,1
47,self-employ,Assoc,Married,Craft-repair,White,Male,65,United-States,<=50K,0
42,government,HS-grad,Married,Adm-clerical,White,Male,48,United-States,>50K,1
35,self-employ,HS-grad,Married,Craft-repair,White,Male,40,United-States,<=50K,0
30,Private,Some-college,Married,Craft-repair,White,Male,40,United-States,<=50K,0
21,Private,less-HS,Never-married,Transport-moving,White,Male,40,United-States,<=50K,0
68,self-employ,Assoc,Widowed,Sales,White,Female,50,United-States,>50K,1
20,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,United-States,<=50K,0
56,government,Masters,Married,Exec-managerial,Black,Male,40,United-States,>50K,1
47,Private,less-HS,Never-married,Other-service,White,Female,50,United-States,<=50K,0
22,Private,Some-college,Never-married,Other-service,Black,Female,15,United-States,<=50K,0
20,Private,HS-grad,Never-married,Adm-clerical,White,Female,10,United-States,<=50K,0
37,Private,Some-college,Married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
27,Private,Some-college,Married,Other-service,White,Male,40,United-States,<=50K,0
34,government,Bachelors,Never-married,Prof-specialty,White,Male,48,United-States,<=50K,0
53,Private,Assoc,Married,Machine-op-inspct,White,Male,40,United-States,>50K,1
30,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K,0
50,self-employ,Some-college,Married,Exec-managerial,White,Female,30,United-States,<=50K,0
