instnm,city,stabbr,preddeg,region,locale,adm_rate,actcmmid,ugds,costt4_a,costt4_p,tuitionfee_in,tuitionfee_out,debt_mdn,grad_debt_mdn,female
American Career College-Los Angeles,Los Angeles,CA,Certificate Degree,Far West,City: Large,NA,NA,1237,NA,25723,NA,NA,9500,9500,0.783032319
American Conservatory Theater,San Francisco,CA,Certificate Degree,Far West,City: Large,NA,NA,1,48677,NA,28705,28705,NA,NA,NA
American River College,Sacramento,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,29082,12098,NA,1104,8208,6083,12969,0.574448035
Antelope Valley College,Lancaster,CA,Associate Degree,Far West,Suburb: Large,NA,NA,11868,9926,NA,1124,6500,5750,9250,0.588590057
Art Center College of Design,Pasadena,CA,Bachelor Degree,Far West,City: Midsize,0.7036,NA,1974,62312,NA,42008,42008,29561,31624,0.55234657
Associated Technical College-Los Angeles,Los Angeles,CA,Certificate Degree,Far West,City: Large,NA,NA,387,NA,25936,NA,NA,9500,9500,0.564498346
Associated Technical College-San Diego,San Diego,CA,Certificate Degree,Far West,City: Large,NA,NA,80,NA,26501,NA,NA,9500,9500,0.24691358
Azusa Pacific University,Azusa,CA,Bachelor Degree,Far West,Suburb: Large,0.6012,24,5560,49911,NA,37506,37506,18500,23092,0.725888325
Bakersfield College,Bakersfield,CA,Associate Degree,Far West,City: Large,NA,NA,18695,12027,NA,1325,7261,5687,9000,0.583538386
Barstow Community College,Barstow,CA,Associate Degree,Far West,Town: Distant,NA,NA,2762,14307,NA,1104,6720,NA,NA,0.627977699
Bellus Academy-Chula Vista,Chula Vista,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,200,NA,25670,NA,NA,9500,12284,0.793650794
Bethesda University,Anaheim,CA,Bachelor Degree,Far West,City: Large,NA,NA,257,20343,NA,7898,7898,10500,NA,0.34375
Biola University,La Mirada,CA,Bachelor Degree,Far West,Suburb: Large,0.7198,25,4039,51154,NA,38448,38448,19500,24188,0.667792032
Brownson Technical School,Anaheim,CA,Certificate Degree,Far West,City: Large,NA,NA,51,NA,30676,NA,NA,9458,9500,NA
Bryan University,Tempe,AZ,Associate Degree,Southwest,City: Midsize,NA,NA,1242,25480,NA,13975,13975,10166,20384,0.671583088
Butte College,Oroville,CA,Associate Degree,Far West,Rural: Distant,NA,NA,10188,11717,NA,1368,6984,6000,11614.5,0.512608604
Phillips Graduate University,Chatsworth,CA,Entirely Graduate Degree,Far West,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California Institute of Integral Studies,San Francisco,CA,Bachelor Degree,Far West,City: Large,NA,NA,50,NA,NA,NA,NA,18750,18750,0.776470588
Cabrillo College,Aptos,CA,Associate Degree,Far West,Suburb: Midsize,NA,NA,10556,14270,NA,1268,7028,6500,10500,0.558639562
California Baptist University,Riverside,CA,Bachelor Degree,Far West,City: Large,0.7708,22,7397,43158,NA,32256,32256,20820.5,27000,0.66061706
California College of the Arts,San Francisco,CA,Bachelor Degree,Far West,City: Large,0.6369,NA,1475,61515,NA,47266,47266,25000,27000,0.618918919
University of California-Hastings College of Law,San Francisco,CA,Entirely Graduate Degree,Far West,City: Large,NA,NA,NA,NA,NA,NA,NA,3000,3000,NA
California Institute of Technology,Pasadena,CA,Bachelor Degree,Far West,City: Midsize,0.0774,35,961,66774,NA,49908,49908,11500,12178.5,0.456521739
California Lutheran University,Thousand Oaks,CA,Bachelor Degree,Far West,City: Midsize,0.7275,24,2959,55546,NA,41363,41363,18219.5,21875,0.617228464
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,Bachelor Degree,Far West,Suburb: Small,0.3461,29,21303,25960,NA,9432,21312,16500,18631,0.502962625
Alliant International University-San Diego,San Diego,CA,Certificate Degree,Far West,City: Large,0.8,NA,391,33375,NA,14310,14310,5000,5000,0.699367089
California State University-Bakersfield,Bakersfield,CA,Bachelor Degree,Far West,City: Large,0.6112,NA,8705,16832,NA,7147,19027,10000,13000,0.642660551
California State University-Stanislaus,Turlock,CA,Bachelor Degree,Far West,Suburb: Small,0.7706,NA,9054,15732,NA,7038,18918,11198,14216,0.677172654
California State University-San Bernardino,San Bernardino,CA,Bachelor Degree,Far West,City: Midsize,0.5713,19,18088,18202,NA,6885,18765,12832,15000,0.624712296
California State Polytechnic University-Pomona,Pomona,CA,Bachelor Degree,Far West,Suburb: Large,0.5507,24,24205,21137,NA,7339,19219,15275,18500,0.494709646
California State University-Chico,Chico,CA,Bachelor Degree,Far West,City: Small,0.6778,22,16546,22917,NA,7348,19228,14250,16750,0.574591709
California State University-Dominguez Hills,Carson,CA,Bachelor Degree,Far West,City: Small,0.5368,NA,13258,14463,NA,6837,18717,12500,13740.5,0.657280772
California State University-Fresno,Fresno,CA,Bachelor Degree,Far West,City: Large,0.5941,19,21877,16205,NA,6585,18465,11342,14367,0.621197252
California State University-Fullerton,Fullerton,CA,Bachelor Degree,Far West,Suburb: Large,0.4572,22,35045,17529,NA,6850,18730,12500,14804,0.598007937
California State University-East Bay,Hayward,CA,Bachelor Degree,Far West,City: Midsize,0.7405,NA,13433,21267,NA,6834,18714,12372,15092.5,0.659212283
California State University-Long Beach,Long Beach,CA,Bachelor Degree,Far West,City: Large,0.2799,23,31402,18104,NA,6730,18610,13000,15000,0.590154456
California State University-Los Angeles,Los Angeles,CA,Bachelor Degree,Far West,City: Large,0.4645,18,24780,13612,NA,6639,18519,11000,12500,0.605779856
California State University-Northridge,Northridge,CA,Bachelor Degree,Far West,City: Large,0.5765,20,35620,15960,NA,6875,18755,11000,13833,0.57945548
California State University-Sacramento,Sacramento,CA,Bachelor Degree,Far West,City: Large,0.6776,20,28410,18989,NA,7204,19084,12500,15250,0.593394176
University of California-Berkeley,Berkeley,CA,Bachelor Degree,Far West,City: Midsize,0.1711,32,30574,36172,NA,14170,42184,12643,13200,0.546496254
University of California-Davis,Davis,CA,Bachelor Degree,Far West,Suburb: Small,0.4336,29,30046,34435,NA,14419,42433,12334,14000,0.626724138
University of California-Irvine,Irvine,CA,Bachelor Degree,Far West,City: Large,0.3651,29,29295,31976,NA,13738,41752,15000,16500,0.566089737
University of California-Los Angeles,Los Angeles,CA,Bachelor Degree,Far West,City: Large,0.161,32,30994,33751,NA,13261,41275,14544,15000,0.603156959
University of California-Riverside,Riverside,CA,Bachelor Degree,Far West,City: Large,0.5723,26,20044,32308,NA,13917,41931,16530,19000,0.576886903
University of California-San Diego,La Jolla,CA,Bachelor Degree,Far West,City: Large,0.3399,30,28577,31794,NA,14018,42032,16400,17500,0.519856077
University of California-San Francisco,San Francisco,CA,Entirely Graduate Degree,Far West,City: Large,NA,NA,NA,NA,NA,NA,NA,6500,6500,0.52173913
University of California-Santa Barbara,Santa Barbara,CA,Bachelor Degree,Far West,Suburb: Midsize,0.3281,31,22181,34990,NA,14451,42465,15000,16300,0.577854131
University of California-Santa Cruz,Santa Cruz,CA,Bachelor Degree,Far West,City: Small,0.5094,29,17577,35315,NA,14020,42034,17200,19700,0.543057997
Sofia University,Palo Alto,CA,Bachelor Degree,Far West,City: Small,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
California Beauty School,Modesto,CA,Certificate Degree,Far West,City: Midsize,NA,NA,98,NA,16288,NA,NA,6333,7664,NA
California Christian College,Fresno,CA,Bachelor Degree,Far West,City: Large,1,NA,16,25890,NA,9330,9330,NA,NA,NA
California Hair Design Academy,La Mesa,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,206,NA,21655,NA,NA,5500,5910,0.706319703
California Institute of the Arts,Valencia,CA,Bachelor Degree,Far West,Suburb: Large,0.2406,NA,979,66475,NA,47446,47446,27000,27000,0.526490066
California State University Maritime Academy,Vallejo,CA,Bachelor Degree,Far West,City: Midsize,0.6635,NA,1048,22301,NA,7056,18936,20500,26000,0.191542289
California Western School of Law,San Diego,CA,Entirely Graduate Degree,Far West,City: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada College,Redwood City,CA,Associate Degree,Far West,Suburb: Large,NA,NA,4996,8911,NA,1360,7968,6500,9000,0.654846336
College of the Canyons,Santa Clarita,CA,Associate Degree,Far West,Suburb: Large,NA,NA,17828,11293,NA,1154,6458,5268,10098.5,0.569762123
Career Academy of Beauty,Garden Grove,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,139,NA,17384,NA,NA,6333,6333,NA
Casa Loma College-Van Nuys,Van Nuys,CA,Certificate Degree,Far West,City: Large,0.8448,NA,215,NA,28723,NA,NA,18320,18320,0.622222222
CET-San Diego,San Diego,CA,Certificate Degree,Far West,City: Large,NA,NA,201,NA,21428,NA,NA,5500,6143,0.338998483
CET-San Jose,San Jose,CA,Certificate Degree,Far West,City: Large,NA,NA,242,NA,22470,NA,NA,5500,6143,0.338998483
CET-El Centro,El Centro,CA,Certificate Degree,Far West,City: Small,NA,NA,222,NA,20992,NA,NA,5500,6143,0.338998483
CET-Colton,Colton,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,173,NA,19841,NA,NA,5500,6143,0.338998483
CET-Watsonville,Watsonville,CA,Certificate Degree,Far West,City: Small,NA,NA,78,NA,17222,NA,NA,5500,6143,0.338998483
CET-Salinas,Salinas,CA,Certificate Degree,Far West,City: Midsize,NA,NA,74,NA,19886,NA,NA,5500,6143,0.338998483
Cerritos College,Norwalk,CA,Associate Degree,Far West,Suburb: Large,NA,NA,16744,14874,NA,1346,8710,5500,7000,0.552930992
Cerro Coso Community College,Ridgecrest,CA,Associate Degree,Far West,Rural: Fringe,NA,NA,4736,14137,NA,1290,7226,2625,NA,0.665089877
Chabot College,Hayward,CA,Associate Degree,Far West,City: Midsize,NA,NA,12512,11777,NA,1138,7018,5564.5,7261,0.588915234
Chaffey College,Rancho Cucamonga,CA,Associate Degree,Far West,Suburb: Large,NA,NA,19725,15463,NA,1170,7050,3004.5,NA,0.598109864
Chapman University,Orange,CA,Bachelor Degree,Far West,City: Midsize,0.5724,28,6740,66430,NA,50594,50594,19000,21000,0.647474199
Charles R Drew University of Medicine and Science,Los Angeles,CA,Associate Degree,Far West,Suburb: Large,0.9016,NA,138,NA,NA,13972,13972,15813,18750,0.677419355
Concordia University-Irvine,Irvine,CA,Bachelor Degree,Far West,City: Large,0.5845,23,1821,46935,NA,34100,34100,18500,22250,0.672707889
San Diego Christian College,Santee,CA,Bachelor Degree,Far West,Suburb: Large,0.6235,19,657,43515,NA,30438,30438,15822.5,23525,0.543123543
Church Divinity School of the Pacific,Berkeley,CA,Entirely Graduate Degree,Far West,City: Midsize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus College,Glendora,CA,Associate Degree,Far West,Suburb: Large,NA,NA,11629,9307,NA,1183,5959,5190,4750,0.581582477
Citrus Heights Beauty College,Citrus Heights,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,92,NA,10174,NA,NA,4666,NA,NA
City College of San Francisco,San Francisco,CA,Certificate Degree,Far West,City: Large,NA,NA,23574,10324,NA,1598,9010,5250,7250,0.52631579
Claremont Graduate University,Claremont,CA,Entirely Graduate Degree,Far West,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,7268,NA,0.6
Claremont McKenna College,Claremont,CA,Bachelor Degree,Far West,Suburb: Large,0.1036,32,1334,69385,NA,52825,52825,13000,14500,0.488262911
Milan Institute-Visalia,Visalia,CA,Certificate Degree,Far West,City: Midsize,NA,NA,286,NA,22441,NA,NA,8104,8810,0.898288973
Clovis Adult Education,Clovis,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,792,NA,19168,NA,NA,NA,NA,0.920731707
Coastline Community College,Fountain Valley,CA,Associate Degree,Far West,City: Small,NA,NA,9764,15144,NA,1148,6548,6000,5250,0.556771546
Cogswell College,San Jose,CA,Bachelor Degree,Far West,City: Large,0.6404,NA,603,32122,NA,19648,19648,18740,31000,0.342465753
Coleman University,San Diego,CA,Bachelor Degree,Far West,City: Large,NA,NA,222,34460,NA,20725,20725,20000,32030,0.102222222
Coba Academy,Anaheim,CA,Certificate Degree,Far West,City: Large,NA,NA,61,NA,18976,NA,NA,7942.5,10556,NA
Western University of Health Sciences,Pomona,CA,Entirely Graduate Degree,Far West,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Columbia College,Sonora,CA,Associate Degree,Far West,Rural: Fringe,NA,NA,2216,11775,NA,1162,6778,NA,NA,0.580387685
Columbia College Hollywood,Tarzana,CA,Bachelor Degree,Far West,City: Large,0.4953,NA,453,30863,NA,24495,24495,13417,25023,0.450450451
Compton College,Compton,CA,Associate Degree,Far West,Suburb: Large,NA,NA,6212,14926,NA,1142,5846,3500,NA,0.562264151
Contra Costa College,San Pablo,CA,Associate Degree,Far West,Suburb: Large,NA,NA,5372,12881,NA,1312,8424,4750,NA,0.616254037
Cosumnes River College,Sacramento,CA,Associate Degree,Far West,City: Large,NA,NA,13027,10738,NA,1104,8208,5500,9000,0.578116917
Crafton Hills College,Yucaipa,CA,Associate Degree,Far West,Rural: Fringe,NA,NA,5373,19525,NA,1143,7527,NA,NA,0.572617247
Cuesta College,San Luis Obispo,CA,Associate Degree,Far West,Suburb: Small,NA,NA,7858,14167,NA,1338,6824,5500,9500,0.586419753
Cuyamaca College,El Cajon,CA,Associate Degree,Far West,Suburb: Large,NA,NA,7922,10286,NA,1386,7196,3500,4500,0.566356429
Cypress College,Cypress,CA,Associate Degree,Far West,Suburb: Large,NA,NA,14434,10307,NA,1142,6154,5250,9500,0.600128507
De Anza College,Cupertino,CA,Associate Degree,Far West,City: Small,NA,NA,18183,11249,NA,1552,8752,5500,14723,0.517590361
International School of Beauty Inc,Palm Desert,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,159,NA,16345,NA,NA,6365,7240.5,0.686507937
Dell'Arte International School of Physical Theatre,Blue Lake,CA,Certificate Degree,Far West,Rural: Fringe,NA,NA,19,NA,NA,13350,13350,NA,NA,NA
College of the Desert,Palm Desert,CA,Associate Degree,Far West,Suburb: Large,NA,NA,10074,15024,NA,1335,7663,3500,NA,0.559255632
Design Institute of San Diego,San Diego,CA,Bachelor Degree,Far West,City: Large,0.5,NA,126,31825,NA,22510,22510,24335,42485.5,NA
Diablo Valley College,Pleasant Hill,CA,Associate Degree,Far West,Suburb: Large,NA,NA,17926,12292,NA,1312,8424,4250,NA,0.553932584
Dominican University of California,San Rafael,CA,Bachelor Degree,Far West,City: Small,0.8843,23,1284,61248,NA,44690,44690,27000,27000,0.729166667
Dominican School of Philosophy & Theology,Berkeley,CA,Entirely Graduate Degree,Far West,City: Midsize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Los Angeles College,Monterey Park,CA,Certificate Degree,Far West,City: Small,NA,NA,29896,15093,NA,1220,7016,4786.5,4500,0.569275583
El Camino Community College District,Torrance,CA,Associate Degree,Far West,Suburb: Large,NA,NA,21663,15936,NA,1142,5846,3500,NA,0.562264151
Elegance International,Hollywood,CA,Certificate Degree,Far West,City: Large,NA,NA,354,NA,30096,NA,NA,7600,7600,0.916393443
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,Entirely Graduate Degree,Far West,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empire College,Santa Rosa,CA,Certificate Degree,Far West,City: Midsize,NA,NA,333,NA,26268,NA,NA,12527.5,16100,0.83881579
Evergreen Valley College,San Jose,CA,Associate Degree,Far West,City: Large,NA,NA,7780,17876,NA,1356,7852,5500,9850,0.592547093
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,Associate Degree,Far West,City: Large,0.3947,NA,2367,48738,NA,32293,32293,12500,14167,0.890282132
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,Associate Degree,Far West,City: Large,0.36870000000000003,NA,279,46244,NA,32293,32293,12500,14167,0.890282132
FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,Associate Degree,Far West,City: Large,0.5669,NA,71,42591,NA,32293,32293,12500,14167,0.890282132
Feather River Community College District,Quincy,CA,Associate Degree,Far West,Rural: Fringe,NA,NA,1346,16299,NA,1461,8511,5500,10000,0.533190578
Federico Beauty Institute,Sacramento,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,253,NA,19002,NA,NA,6333,6358,0.824120603
Fielding Graduate University,Santa Barbara,CA,Entirely Graduate Degree,Far West,City: Small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Five Branches University,Santa Cruz,CA,Entirely Graduate Degree,Far West,Suburb: Midsize,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA
Hair California Beauty Academy,Orange,CA,Certificate Degree,Far West,City: Midsize,NA,NA,4,NA,19200,NA,NA,NA,NA,NA
Redondo Beach Beauty College,Redondo Beach,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,27,NA,15628,NA,NA,NA,NA,NA
Foothill College,Los Altos Hills,CA,Associate Degree,Far West,Suburb: Large,NA,NA,13873,11726,NA,1554,8752,6468,9500,0.605834885
Franciscan School of Theology,Oceanside,CA,Entirely Graduate Degree,Far West,Suburb: Large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fredrick and Charles Beauty College,Eureka,CA,Certificate Degree,Far West,Town: Remote,NA,NA,61,NA,17334,NA,NA,NA,NA,NA
Fresno City College,Fresno,CA,Associate Degree,Far West,City: Large,NA,NA,19322,9506,NA,1304,6944,2625,3595,0.557442235
Fresno Pacific University,Fresno,CA,Bachelor Degree,Far West,City: Large,0.7239,20,2791,38420,NA,30458,30458,18000,21500,0.74513173
Fuller Theological Seminary,Pasadena,CA,Entirely Graduate Degree,Far West,City: Midsize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fullerton College,Fullerton,CA,Associate Degree,Far West,Suburb: Large,NA,NA,21969,11056,NA,1138,6010,4750,NA,0.542943029
Gavilan College,Gilroy,CA,Certificate Degree,Far West,Suburb: Small,NA,NA,5013,11176,NA,1166,6374,4500,8361,0.610110803
Gemological Institute of America-Carlsbad,Carlsbad,CA,Certificate Degree,Far West,City: Midsize,NA,NA,203,NA,35210,NA,NA,8233,NA,0.579365079
Glendale Community College,Glendale,CA,Associate Degree,Far West,City: Midsize,NA,NA,12996,9888,NA,1175,6335,4961,8350,0.562105678
Glendale Career College,Glendale,CA,Certificate Degree,Far West,City: Midsize,NA,NA,507,NA,27476,NA,NA,9319,9500,0.794432548
Golden Gate University-San Francisco,San Francisco,CA,Bachelor Degree,Far West,City: Large,NA,NA,416,NA,NA,16095,16095,18750,30124.5,0.543859649
Golden West College,Huntington Beach,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,10842,10951,NA,1178,6578,4750,6000,0.540813207
Graduate Theological Union,Berkeley,CA,Entirely Graduate Degree,Far West,City: Midsize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grossmont College,El Cajon,CA,Associate Degree,Far West,Suburb: Large,NA,NA,16304,9956,NA,1386,7196,3500,4500,0.59985356
Salon Success Academy-Riverside,Riverside,CA,Certificate Degree,Far West,City: Large,NA,NA,61,NA,16268,NA,NA,9053,10556,0.707964602
Hartnell College,Salinas,CA,Associate Degree,Far West,City: Midsize,NA,NA,11218,16171,NA,1420,7670,3500,NA,0.562995246
Harvey Mudd College,Claremont,CA,Bachelor Degree,Far West,Suburb: Large,0.1542,34,844,71917,NA,54636,54636,21254,23500,0.43627451
Hilltop Beauty School,Daly City,CA,Certificate Degree,Far West,Suburb: Large,NA,NA,110,NA,17699,NA,NA,NA,NA,0.918699187
Holy Names University,Oakland,CA,Bachelor Degree,Far West,City: Large,0.5256,20,589,53298,NA,38188,38188,20197,26975,0.666666667
Pacifica Graduate Institute,Carpinteria,CA,Entirely Graduate Degree,Far West,Rural: Fringe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Humboldt State University,Arcata,CA,Bachelor Degree,Far West,Town: Remote,0.8183,21,7846,23661,NA,7493,19373,13600,19002,0.587191572
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,Bachelor Degree,Far West,City: Large,NA,NA,319,25489,NA,14004,14004,20880.5,30902.5,0.775316456
Imperial Valley College,Imperial,CA,Associate Degree,Far West,Rural: Fringe,NA,NA,7360,10585,NA,1142,5774,NA,NA,0.540810953
Institute for Business and Technology,Santa Clara,CA,Certificate Degree,Far West,City: Midsize,NA,NA,587,NA,28682,NA,NA,7600,8050,0.488584475
Interior Designers Institute,Newport Beach,CA,Associate Degree,Far West,City: Small,NA,NA,208,NA,NA,18250,18250,17575,23664,NA
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,Certificate Degree,Far West,City: Small,NA,NA,222,NA,20542,NA,NA,10556,13581.5,0.847311828
